,train,val,test
0,patient_064_node_2,slide_124,patient_034_node_0
1,slide_364,patient_059_node_3,patient_015_node_3
2,patient_073_node_0,patient_083_node_1,slide_146
3,slide_4,slide_31,slide_13
4,slide_380,slide_5,slide_126
5,patient_046_node_0,patient_008_node_3,slide_49
6,patient_078_node_0,patient_031_node_4,patient_096_node_1
7,patient_047_node_1,patient_049_node_0,slide_53
8,slide_144,patient_013_node_0,patient_035_node_3
9,patient_099_node_1,patient_074_node_1,patient_081_node_3
10,slide_27,patient_078_node_2,patient_020_node_0
11,patient_078_node_3,slide_158,slide_336
12,patient_028_node_4,slide_159,slide_346
13,patient_079_node_4,patient_098_node_3,slide_331
14,slide_325,patient_007_node_0,patient_086_node_1
15,slide_94,patient_059_node_1,patient_000_node_2
16,patient_098_node_2,patient_050_node_2,slide_388
17,slide_295,patient_030_node_3,patient_014_node_0
18,slide_50,patient_006_node_1,patient_091_node_1
19,patient_041_node_1,slide_116,patient_032_node_0
20,slide_115,patient_079_node_3,patient_009_node_3
21,patient_093_node_3,slide_119,patient_064_node_4
22,slide_150,slide_387,slide_311
23,patient_052_node_4,slide_15,patient_072_node_3
24,patient_086_node_2,patient_071_node_1,patient_063_node_1
25,patient_056_node_1,patient_082_node_0,patient_037_node_3
26,patient_061_node_0,patient_044_node_2,patient_044_node_1
27,slide_156,slide_357,patient_055_node_1
28,slide_323,slide_45,slide_68
29,slide_12,patient_037_node_0,slide_143
30,patient_087_node_4,patient_054_node_2,patient_092_node_2
31,patient_073_node_4,patient_030_node_0,patient_093_node_0
32,patient_025_node_3,patient_042_node_1,patient_065_node_1
33,patient_060_node_4,slide_140,slide_69
34,patient_095_node_1,patient_035_node_0,patient_059_node_4
35,slide_98,slide_82,slide_86
36,patient_070_node_0,patient_024_node_0,slide_120
37,patient_042_node_4,slide_51,slide_81
38,patient_024_node_3,patient_085_node_3,slide_28
39,patient_025_node_0,patient_023_node_1,slide_107
40,patient_090_node_0,patient_047_node_3,slide_24
41,slide_10,slide_284,patient_047_node_0
42,patient_025_node_4,patient_031_node_2,patient_050_node_1
43,slide_149,patient_056_node_0,patient_011_node_1
44,slide_33,slide_358,slide_273
45,patient_089_node_4,patient_048_node_3,slide_360
46,slide_34,patient_009_node_4,slide_46
47,patient_012_node_1,patient_025_node_2,slide_332
48,slide_131,patient_042_node_2,patient_058_node_3
49,slide_302,slide_101,patient_001_node_3
50,slide_72,slide_354,slide_123
51,slide_74,patient_077_node_3,patient_037_node_4
52,patient_099_node_0,patient_084_node_1,slide_1
53,patient_079_node_2,slide_392,patient_078_node_4
54,slide_352,patient_006_node_3,slide_328
55,slide_362,patient_085_node_1,slide_128
56,slide_341,patient_092_node_4,patient_067_node_3
57,slide_289,slide_261,patient_096_node_4
58,slide_317,slide_232,slide_390
59,slide_71,slide_344,patient_060_node_0
60,slide_38,patient_029_node_2,slide_296
61,slide_80,slide_253,patient_097_node_1
62,slide_61,patient_005_node_3,patient_070_node_3
63,patient_043_node_4,patient_096_node_0,slide_280
64,slide_20,slide_200,patient_064_node_3
65,patient_090_node_2,patient_017_node_2,slide_368
66,slide_16,slide_170,slide_233
67,slide_132,slide_167,slide_249
68,patient_088_node_0,slide_191,patient_042_node_3
69,patient_075_node_0,patient_029_node_1,slide_291
70,slide_396,slide_244,patient_050_node_4
71,patient_056_node_4,slide_310,slide_377
72,patient_001_node_0,slide_218,patient_014_node_2
73,patient_002_node_1,patient_015_node_2,patient_081_node_2
74,patient_021_node_2,slide_239,slide_180
75,slide_90,patient_009_node_1,patient_096_node_3
76,patient_093_node_2,patient_099_node_4,patient_080_node_0
77,slide_57,slide_318,patient_069_node_1
78,patient_054_node_3,patient_051_node_1,patient_077_node_2
79,slide_154,slide_260,patient_093_node_4
80,patient_011_node_2,patient_034_node_3,patient_069_node_3
81,patient_071_node_3,patient_089_node_3,patient_073_node_1
82,slide_73,patient_086_node_0,patient_075_node_4
83,patient_005_node_1,patient_081_node_4,patient_094_node_2
84,patient_058_node_1,patient_013_node_3,slide_270
85,slide_87,patient_051_node_0,slide_247
86,patient_043_node_2,slide_299,patient_080_node_3
87,patient_075_node_3,slide_230,slide_237
88,patient_068_node_0,slide_374,slide_286
89,slide_56,patient_045_node_4,patient_017_node_1
90,patient_036_node_1,,
91,patient_066_node_1,,
92,slide_97,,
93,patient_053_node_3,,
94,slide_384,,
95,patient_001_node_1,,
96,patient_035_node_1,,
97,slide_292,,
98,patient_046_node_2,,
99,patient_010_node_2,,
100,patient_054_node_1,,
101,slide_41,,
102,patient_030_node_2,,
103,patient_055_node_4,,
104,slide_355,,
105,slide_11,,
106,patient_048_node_2,,
107,slide_111,,
108,slide_285,,
109,patient_018_node_0,,
110,patient_071_node_2,,
111,patient_074_node_3,,
112,patient_054_node_4,,
113,patient_083_node_2,,
114,patient_090_node_1,,
115,patient_037_node_2,,
116,patient_088_node_2,,
117,patient_005_node_0,,
118,patient_060_node_2,,
119,patient_083_node_4,,
120,slide_2,,
121,patient_031_node_1,,
122,patient_082_node_1,,
123,patient_078_node_1,,
124,patient_087_node_3,,
125,patient_083_node_3,,
126,slide_78,,
127,patient_007_node_3,,
128,slide_54,,
129,slide_378,,
130,patient_074_node_2,,
131,slide_327,,
132,patient_040_node_0,,
133,patient_066_node_0,,
134,patient_030_node_1,,
135,patient_034_node_2,,
136,patient_047_node_4,,
137,patient_006_node_0,,
138,patient_099_node_2,,
139,patient_019_node_4,,
140,patient_035_node_2,,
141,slide_77,,
142,patient_085_node_2,,
143,slide_139,,
144,slide_104,,
145,patient_086_node_3,,
146,patient_062_node_4,,
147,slide_298,,
148,slide_64,,
149,patient_036_node_0,,
150,slide_96,,
151,slide_65,,
152,patient_079_node_1,,
153,slide_393,,
154,patient_071_node_0,,
155,patient_070_node_4,,
156,slide_117,,
157,slide_79,,
158,patient_067_node_0,,
159,slide_133,,
160,patient_031_node_0,,
161,patient_097_node_2,,
162,patient_058_node_2,,
163,slide_397,,
164,slide_134,,
165,patient_002_node_0,,
166,slide_32,,
167,patient_039_node_3,,
168,slide_21,,
169,patient_055_node_0,,
170,patient_095_node_3,,
171,slide_109,,
172,patient_061_node_3,,
173,patient_058_node_4,,
174,patient_003_node_2,,
175,slide_88,,
176,patient_051_node_3,,
177,patient_067_node_1,,
178,slide_136,,
179,slide_306,,
180,patient_095_node_2,,
181,patient_001_node_2,,
182,slide_37,,
183,patient_013_node_1,,
184,patient_023_node_0,,
185,patient_004_node_0,,
186,patient_053_node_0,,
187,slide_370,,
188,patient_091_node_0,,
189,slide_121,,
190,patient_053_node_4,,
191,patient_003_node_3,,
192,patient_032_node_4,,
193,patient_093_node_1,,
194,slide_153,,
195,slide_30,,
196,patient_050_node_3,,
197,slide_155,,
198,patient_069_node_4,,
199,patient_065_node_2,,
200,patient_041_node_2,,
201,slide_381,,
202,patient_061_node_1,,
203,patient_084_node_4,,
204,patient_010_node_3,,
205,slide_339,,
206,patient_004_node_1,,
207,slide_9,,
208,patient_077_node_1,,
209,patient_046_node_1,,
210,patient_054_node_0,,
211,slide_92,,
212,patient_088_node_3,,
213,patient_011_node_3,,
214,slide_26,,
215,slide_138,,
216,patient_094_node_3,,
217,patient_022_node_2,,
218,slide_294,,
219,slide_40,,
220,patient_043_node_1,,
221,slide_19,,
222,patient_050_node_0,,
223,patient_057_node_0,,
224,patient_040_node_1,,
225,patient_000_node_4,,
226,patient_039_node_2,,
227,patient_022_node_3,,
228,slide_60,,
229,patient_082_node_4,,
230,patient_008_node_4,,
231,slide_319,,
232,slide_23,,
233,slide_102,,
234,patient_058_node_0,,
235,patient_064_node_1,,
236,slide_100,,
237,slide_114,,
238,slide_14,,
239,patient_034_node_1,,
240,slide_48,,
241,slide_93,,
242,slide_29,,
243,slide_312,,
244,patient_070_node_2,,
245,slide_125,,
246,patient_061_node_2,,
247,patient_067_node_2,,
248,patient_082_node_3,,
249,slide_130,,
250,patient_098_node_0,,
251,slide_70,,
252,patient_060_node_1,,
253,patient_081_node_0,,
254,patient_074_node_0,,
255,patient_059_node_2,,
256,patient_055_node_2,,
257,patient_008_node_2,,
258,patient_007_node_1,,
259,slide_345,,
260,patient_075_node_2,,
261,patient_001_node_4,,
262,slide_313,,
263,patient_077_node_0,,
264,patient_036_node_2,,
265,slide_52,,
266,patient_089_node_1,,
267,slide_108,,
268,slide_314,,
269,patient_075_node_1,,
270,patient_042_node_0,,
271,slide_395,,
272,patient_003_node_4,,
273,patient_057_node_1,,
274,patient_031_node_3,,
275,patient_023_node_2,,
276,slide_389,,
277,patient_027_node_1,,
278,patient_016_node_3,,
279,slide_287,,
280,patient_057_node_2,,
281,patient_040_node_3,,
282,slide_329,,
283,slide_43,,
284,patient_043_node_3,,
285,patient_000_node_3,,
286,patient_003_node_0,,
287,slide_282,,
288,patient_017_node_0,,
289,slide_347,,
290,patient_010_node_1,,
291,slide_8,,
292,patient_000_node_0,,
293,slide_356,,
294,slide_42,,
295,slide_394,,
296,patient_033_node_4,,
297,patient_009_node_2,,
298,patient_085_node_4,,
299,slide_145,,
300,patient_082_node_2,,
301,slide_141,,
302,slide_322,,
303,slide_148,,
304,patient_032_node_3,,
305,patient_068_node_3,,
306,slide_110,,
307,slide_279,,
308,patient_085_node_0,,
309,slide_369,,
310,slide_365,,
311,slide_106,,
312,patient_098_node_4,,
313,patient_027_node_3,,
314,patient_057_node_3,,
315,patient_002_node_2,,
316,slide_76,,
317,slide_84,,
318,patient_084_node_0,,
319,patient_002_node_3,,
320,patient_035_node_4,,
321,patient_090_node_3,,
322,slide_113,,
323,slide_375,,
324,slide_44,,
325,patient_070_node_1,,
326,patient_033_node_0,,
327,patient_032_node_2,,
328,patient_011_node_4,,
329,slide_307,,
330,slide_85,,
331,patient_040_node_4,,
332,slide_276,,
333,patient_095_node_4,,
334,slide_17,,
335,patient_036_node_4,,
336,patient_089_node_2,,
337,patient_071_node_4,,
338,slide_315,,
339,patient_014_node_1,,
340,slide_288,,
341,slide_137,,
342,slide_59,,
343,patient_004_node_3,,
344,patient_012_node_2,,
345,patient_043_node_0,,
346,patient_098_node_1,,
347,patient_025_node_1,,
348,patient_039_node_4,,
349,patient_004_node_2,,
350,slide_372,,
351,patient_007_node_2,,
352,patient_076_node_0,,
353,slide_301,,
354,slide_122,,
355,slide_293,,
356,slide_152,,
357,patient_005_node_2,,
358,slide_399,,
359,slide_151,,
360,slide_89,,
361,patient_029_node_4,,
362,slide_349,,
363,patient_087_node_2,,
364,slide_309,,
365,patient_034_node_4,,
366,patient_023_node_4,,
367,patient_055_node_3,,
368,patient_003_node_1,,
369,patient_049_node_3,,
370,slide_147,,
371,patient_023_node_3,,
372,slide_290,,
373,patient_016_node_4,,
374,slide_6,,
375,patient_056_node_2,,
376,slide_95,,
377,slide_105,,
378,patient_044_node_0,,
379,slide_36,,
380,patient_056_node_3,,
381,slide_39,,
382,slide_376,,
383,slide_277,,
384,slide_350,,
385,slide_129,,
386,patient_038_node_1,,
387,patient_038_node_3,,
388,slide_91,,
389,slide_398,,
390,slide_112,,
391,patient_059_node_0,,
392,slide_103,,
393,patient_041_node_3,,
394,slide_55,,
395,slide_62,,
396,slide_66,,
397,slide_3,,
398,slide_22,,
399,patient_065_node_3,,
400,patient_016_node_2,,
401,slide_58,,
402,slide_324,,
403,patient_048_node_4,,
404,patient_045_node_2,,
405,slide_83,,
406,patient_012_node_4,,
407,patient_066_node_4,,
408,slide_367,,
409,patient_049_node_4,,
410,patient_068_node_2,,
411,slide_7,,
412,patient_000_node_1,,
413,slide_142,,
414,slide_305,,
415,patient_002_node_4,,
416,slide_63,,
417,slide_326,,
418,patient_012_node_3,,
419,patient_053_node_2,,
420,slide_35,,
421,patient_090_node_4,,
422,slide_67,,
423,patient_041_node_4,,
424,slide_157,,
425,slide_127,,
426,patient_089_node_0,,
427,patient_020_node_3,,
428,slide_75,,
429,patient_015_node_0,,
430,slide_118,,
431,slide_47,,
432,slide_135,,
433,slide_275,,
434,patient_057_node_4,,
435,slide_18,,
436,slide_99,,
437,patient_073_node_2,,
438,slide_304,,
439,patient_083_node_0,,
440,patient_099_node_3,,
441,slide_25,,
442,patient_053_node_1,,
443,patient_008_node_1,,
444,patient_079_node_0,,
445,slide_168,,
446,slide_271,,
447,slide_266,,
448,slide_162,,
449,patient_027_node_2,,
450,slide_386,,
451,slide_359,,
452,patient_047_node_2,,
453,patient_041_node_0,,
454,patient_021_node_4,,
455,slide_240,,
456,slide_257,,
457,slide_252,,
458,patient_033_node_1,,
459,patient_081_node_1,,
460,slide_236,,
461,slide_206,,
462,patient_024_node_4,,
463,slide_265,,
464,patient_072_node_4,,
465,slide_210,,
466,slide_181,,
467,slide_179,,
468,patient_006_node_4,,
469,patient_027_node_4,,
470,patient_005_node_4,,
471,slide_190,,
472,patient_010_node_4,,
473,patient_013_node_4,,
474,slide_382,,
475,slide_272,,
476,slide_211,,
477,patient_063_node_2,,
478,slide_214,,
479,patient_016_node_1,,
480,patient_088_node_4,,
481,slide_228,,
482,patient_011_node_0,,
483,patient_092_node_0,,
484,patient_086_node_4,,
485,slide_199,,
486,slide_212,,
487,slide_226,,
488,slide_205,,
489,slide_171,,
490,slide_234,,
491,patient_060_node_3,,
492,slide_243,,
493,patient_020_node_4,,
494,patient_084_node_2,,
495,slide_184,,
496,patient_021_node_3,,
497,patient_028_node_0,,
498,slide_185,,
499,patient_092_node_1,,
500,slide_217,,
501,slide_337,,
502,slide_196,,
503,slide_251,,
504,slide_215,,
505,slide_188,,
506,patient_077_node_4,,
507,patient_080_node_2,,
508,patient_074_node_4,,
509,patient_052_node_2,,
510,slide_263,,
511,patient_018_node_2,,
512,slide_255,,
513,patient_052_node_0,,
514,patient_069_node_0,,
515,patient_018_node_4,,
516,patient_092_node_3,,
517,patient_095_node_0,,
518,patient_033_node_3,,
519,slide_221,,
520,patient_009_node_0,,
521,patient_017_node_4,,
522,patient_017_node_3,,
523,slide_256,,
524,patient_063_node_0,,
525,slide_330,,
526,slide_192,,
527,patient_066_node_2,,
528,patient_022_node_4,,
529,patient_040_node_2,,
530,slide_348,,
531,patient_084_node_3,,
532,slide_342,,
533,slide_169,,
534,slide_203,,
535,slide_208,,
536,slide_248,,
537,slide_242,,
538,patient_046_node_3,,
539,patient_019_node_1,,
540,slide_391,,
541,patient_013_node_2,,
542,slide_165,,
543,patient_004_node_4,,
544,slide_363,,
545,slide_220,,
546,patient_088_node_1,,
547,patient_097_node_0,,
548,patient_026_node_4,,
549,patient_026_node_0,,
550,patient_051_node_4,,
551,slide_262,,
552,slide_163,,
553,slide_245,,
554,patient_062_node_2,,
555,patient_049_node_1,,
