,train,val,test
0,patient_044_node_2,slide_30,slide_56
1,patient_064_node_2,patient_041_node_1,patient_027_node_1
2,slide_364,patient_057_node_1,slide_42
3,patient_073_node_0,patient_005_node_1,slide_367
4,slide_4,slide_41,slide_55
5,slide_380,patient_065_node_3,slide_31
6,patient_046_node_0,patient_073_node_2,slide_141
7,slide_28,slide_151,slide_51
8,patient_078_node_0,patient_076_node_0,patient_043_node_2
9,slide_82,slide_32,slide_384
10,patient_047_node_1,slide_326,patient_094_node_3
11,slide_24,patient_061_node_0,patient_037_node_0
12,slide_144,patient_088_node_0,patient_068_node_2
13,patient_099_node_1,patient_074_node_1,slide_120
14,slide_27,slide_339,slide_140
15,patient_028_node_4,patient_086_node_3,slide_85
16,patient_079_node_4,patient_048_node_3,patient_031_node_1
17,slide_325,slide_331,patient_020_node_3
18,slide_94,patient_095_node_1,patient_065_node_1
19,patient_098_node_2,patient_093_node_3,patient_033_node_4
20,slide_295,patient_015_node_3,patient_001_node_1
21,patient_035_node_3,patient_061_node_3,slide_153
22,slide_50,patient_082_node_3,patient_098_node_3
23,slide_115,patient_039_node_4,patient_033_node_0
24,slide_150,slide_60,patient_011_node_1
25,patient_031_node_4,slide_72,patient_057_node_0
26,patient_093_node_0,slide_292,slide_135
27,patient_052_node_4,patient_072_node_3,slide_76
28,patient_086_node_2,slide_294,patient_091_node_0
29,patient_056_node_1,patient_078_node_3,slide_70
30,slide_156,patient_006_node_3,slide_332
31,slide_323,slide_46,slide_43
32,slide_12,patient_023_node_0,slide_132
33,patient_009_node_3,patient_022_node_2,patient_055_node_4
34,patient_087_node_4,patient_035_node_0,patient_016_node_2
35,patient_073_node_4,patient_079_node_0,slide_84
36,patient_059_node_1,patient_088_node_3,patient_085_node_2
37,patient_025_node_3,patient_044_node_0,patient_054_node_4
38,patient_060_node_4,slide_5,slide_81
39,patient_032_node_0,slide_49,patient_056_node_3
40,slide_98,patient_098_node_0,patient_053_node_2
41,patient_007_node_0,patient_057_node_3,slide_365
42,patient_070_node_0,slide_134,patient_078_node_4
43,patient_082_node_0,patient_058_node_4,patient_099_node_0
44,patient_042_node_4,patient_001_node_3,patient_046_node_2
45,patient_024_node_3,patient_083_node_3,patient_011_node_3
46,patient_025_node_0,patient_074_node_3,patient_099_node_3
47,patient_090_node_0,patient_054_node_0,patient_010_node_1
48,slide_10,patient_090_node_3,slide_394
49,slide_273,patient_069_node_4,slide_106
50,patient_025_node_4,patient_035_node_2,patient_000_node_4
51,slide_149,patient_037_node_2,patient_024_node_0
52,slide_33,slide_9,patient_090_node_1
53,patient_089_node_4,patient_043_node_3,patient_007_node_3
54,slide_34,slide_18,patient_012_node_4
55,patient_012_node_1,patient_078_node_2,patient_070_node_4
56,slide_131,patient_095_node_0,slide_390
57,slide_302,patient_014_node_4,slide_348
58,slide_74,patient_020_node_1,patient_051_node_4
59,patient_042_node_1,patient_063_node_4,patient_028_node_3
60,patient_055_node_1,patient_006_node_4,slide_242
61,patient_079_node_2,patient_072_node_2,slide_169
62,slide_352,patient_069_node_3,patient_064_node_0
63,slide_362,slide_248,patient_072_node_4
64,slide_341,patient_063_node_3,patient_045_node_4
65,slide_289,patient_094_node_1,patient_021_node_0
66,slide_69,patient_041_node_0,patient_033_node_2
67,slide_317,slide_183,slide_162
68,slide_71,slide_165,slide_243
69,slide_38,slide_271,slide_268
70,slide_68,patient_029_node_2,slide_202
71,slide_80,slide_382,patient_007_node_4
72,slide_61,patient_005_node_3,patient_062_node_1
73,patient_043_node_4,slide_168,slide_283
74,slide_20,slide_374,patient_069_node_2
75,patient_090_node_2,patient_096_node_2,patient_076_node_4
76,slide_16,slide_266,slide_228
77,slide_388,patient_018_node_4,slide_256
78,patient_075_node_0,patient_026_node_1,patient_038_node_2
79,slide_396,patient_030_node_4,slide_237
80,patient_056_node_4,slide_223,slide_234
81,patient_001_node_0,patient_010_node_4,patient_044_node_4
82,patient_002_node_1,slide_296,slide_191
83,patient_021_node_2,patient_028_node_2,slide_385
84,slide_90,patient_019_node_0,patient_017_node_2
85,patient_093_node_2,patient_069_node_1,slide_214
86,slide_57,slide_195,patient_097_node_3
87,patient_054_node_3,slide_333,patient_087_node_1
88,slide_154,patient_068_node_1,patient_077_node_4
89,patient_011_node_2,slide_330,patient_018_node_2
90,patient_071_node_3,,
91,slide_73,,
92,patient_058_node_1,,
93,patient_096_node_1,,
94,patient_081_node_3,,
95,slide_87,,
96,patient_075_node_3,,
97,patient_068_node_0,,
98,patient_036_node_1,,
99,patient_066_node_1,,
100,slide_97,,
101,patient_023_node_1,,
102,patient_053_node_3,,
103,patient_035_node_1,,
104,patient_058_node_3,,
105,patient_010_node_2,,
106,patient_054_node_1,,
107,patient_030_node_2,,
108,slide_15,,
109,slide_355,,
110,slide_11,,
111,slide_159,,
112,patient_048_node_2,,
113,slide_111,,
114,slide_285,,
115,patient_018_node_0,,
116,patient_071_node_2,,
117,patient_044_node_1,,
118,slide_13,,
119,patient_083_node_2,,
120,slide_146,,
121,patient_088_node_2,,
122,patient_005_node_0,,
123,slide_53,,
124,patient_060_node_2,,
125,patient_083_node_4,,
126,slide_2,,
127,patient_082_node_1,,
128,patient_078_node_1,,
129,patient_087_node_3,,
130,slide_78,,
131,slide_54,,
132,slide_378,,
133,patient_074_node_2,,
134,slide_327,,
135,patient_040_node_0,,
136,slide_336,,
137,slide_360,,
138,patient_066_node_0,,
139,patient_030_node_1,,
140,patient_034_node_2,,
141,patient_047_node_4,,
142,patient_006_node_0,,
143,patient_099_node_2,,
144,slide_107,,
145,patient_019_node_4,,
146,slide_77,,
147,slide_139,,
148,slide_104,,
149,patient_047_node_3,,
150,patient_062_node_4,,
151,slide_298,,
152,slide_64,,
153,patient_036_node_0,,
154,slide_96,,
155,slide_65,,
156,patient_079_node_1,,
157,patient_050_node_1,,
158,slide_393,,
159,patient_071_node_0,,
160,slide_117,,
161,slide_79,,
162,patient_067_node_0,,
163,slide_133,,
164,patient_031_node_0,,
165,patient_050_node_2,,
166,patient_097_node_2,,
167,patient_034_node_0,,
168,patient_058_node_2,,
169,slide_397,,
170,patient_002_node_0,,
171,patient_039_node_3,,
172,slide_21,,
173,patient_055_node_0,,
174,patient_095_node_3,,
175,slide_109,,
176,patient_083_node_1,,
177,patient_003_node_2,,
178,patient_054_node_2,,
179,slide_88,,
180,patient_051_node_3,,
181,patient_047_node_0,,
182,patient_067_node_1,,
183,slide_136,,
184,slide_306,,
185,patient_095_node_2,,
186,patient_001_node_2,,
187,slide_37,,
188,patient_013_node_1,,
189,slide_357,,
190,patient_004_node_0,,
191,patient_053_node_0,,
192,slide_143,,
193,slide_370,,
194,slide_1,,
195,slide_121,,
196,patient_053_node_4,,
197,patient_003_node_3,,
198,patient_032_node_4,,
199,patient_093_node_1,,
