,train,val,test
0,patient_044_node_2,patient_088_node_2,slide_58
1,patient_064_node_2,patient_020_node_0,patient_089_node_4
2,slide_364,slide_8,slide_23
3,patient_073_node_0,patient_083_node_0,slide_346
4,slide_4,patient_059_node_2,patient_010_node_2
5,slide_380,patient_042_node_0,slide_323
6,patient_046_node_0,patient_085_node_1,patient_034_node_2
7,slide_28,slide_108,slide_80
8,slide_82,patient_058_node_2,slide_27
9,patient_047_node_1,patient_031_node_4,slide_44
10,slide_24,slide_91,patient_061_node_1
11,slide_144,slide_14,slide_125
12,patient_099_node_1,slide_294,patient_002_node_4
13,patient_078_node_3,patient_017_node_0,slide_97
14,patient_079_node_4,patient_061_node_0,patient_065_node_1
15,slide_325,patient_086_node_3,slide_395
16,slide_94,slide_37,slide_45
17,patient_098_node_2,patient_098_node_4,slide_339
18,slide_295,slide_140,slide_298
19,patient_035_node_3,slide_9,patient_043_node_1
20,slide_50,slide_307,patient_097_node_2
21,patient_041_node_1,patient_052_node_4,slide_83
22,slide_115,slide_118,slide_19
23,patient_001_node_3,slide_124,slide_69
24,patient_093_node_3,patient_050_node_1,patient_049_node_0
25,slide_150,slide_42,patient_006_node_1
26,patient_093_node_0,patient_014_node_0,slide_62
27,patient_086_node_2,slide_397,patient_061_node_2
28,patient_056_node_1,patient_090_node_0,slide_81
29,slide_156,slide_331,patient_010_node_3
30,slide_12,patient_041_node_2,slide_33
31,patient_009_node_3,patient_025_node_4,patient_003_node_4
32,patient_087_node_4,slide_120,patient_098_node_3
33,patient_073_node_4,slide_95,slide_356
34,patient_059_node_1,patient_025_node_1,slide_46
35,patient_025_node_3,patient_083_node_1,patient_077_node_0
36,patient_060_node_4,patient_022_node_3,patient_071_node_0
37,patient_032_node_0,patient_083_node_2,patient_095_node_1
38,slide_98,slide_41,slide_388
39,patient_007_node_0,slide_101,slide_99
40,patient_070_node_0,patient_028_node_4,slide_376
41,patient_082_node_0,patient_008_node_2,patient_058_node_0
42,patient_042_node_4,slide_149,patient_035_node_4
43,patient_024_node_3,patient_015_node_3,slide_358
44,patient_025_node_0,slide_134,patient_083_node_4
45,slide_273,patient_059_node_4,patient_092_node_2
46,slide_34,patient_095_node_4,patient_090_node_1
47,patient_012_node_1,patient_084_node_1,patient_011_node_2
48,slide_131,patient_078_node_0,patient_050_node_3
49,slide_302,patient_023_node_1,patient_066_node_1
50,slide_72,patient_007_node_3,slide_305
51,patient_074_node_1,patient_030_node_2,slide_292
52,slide_74,patient_077_node_1,patient_070_node_2
53,patient_042_node_1,slide_10,slide_48
54,patient_055_node_1,patient_071_node_1,slide_21
55,patient_099_node_0,patient_001_node_0,slide_290
56,patient_079_node_2,slide_168,slide_343
57,slide_352,patient_068_node_1,slide_303
58,slide_362,patient_067_node_4,patient_065_node_0
59,slide_341,slide_348,patient_021_node_4
60,slide_289,patient_080_node_1,patient_052_node_0
61,slide_317,slide_268,slide_377
62,slide_71,patient_029_node_0,patient_033_node_3
63,slide_38,patient_028_node_2,slide_191
64,slide_68,slide_181,patient_052_node_3
65,slide_61,patient_011_node_0,patient_076_node_3
66,patient_043_node_4,patient_046_node_3,slide_183
67,slide_20,patient_016_node_1,patient_096_node_3
68,patient_090_node_2,slide_189,slide_246
69,slide_16,slide_195,patient_048_node_0
70,slide_132,slide_170,slide_255
71,patient_088_node_0,patient_065_node_4,patient_092_node_0
72,patient_048_node_3,patient_089_node_3,patient_014_node_4
73,patient_075_node_0,slide_239,patient_042_node_3
74,slide_396,slide_190,patient_005_node_4
75,patient_056_node_4,slide_333,patient_050_node_4
76,patient_078_node_4,patient_026_node_2,slide_231
77,patient_002_node_1,slide_334,slide_230
78,patient_021_node_2,patient_069_node_1,patient_026_node_4
79,slide_90,slide_196,slide_161
80,patient_093_node_2,slide_248,slide_229
81,slide_57,slide_252,patient_030_node_4
82,patient_054_node_3,slide_193,patient_024_node_2
83,slide_154,slide_265,slide_172
84,patient_071_node_3,patient_037_node_1,patient_047_node_2
85,slide_73,patient_008_node_0,slide_266
86,patient_005_node_1,slide_330,slide_386
87,patient_058_node_1,patient_052_node_2,patient_070_node_3
88,patient_096_node_1,slide_187,slide_203
89,patient_081_node_3,slide_160,slide_200
90,slide_87,,
91,patient_043_node_2,,
92,patient_075_node_3,,
93,patient_068_node_0,,
94,slide_56,,
95,patient_036_node_1,,
96,patient_053_node_3,,
97,slide_384,,
98,patient_001_node_1,,
99,patient_035_node_1,,
100,patient_046_node_2,,
101,patient_058_node_3,,
102,patient_054_node_1,,
103,patient_055_node_4,,
104,slide_15,,
105,slide_355,,
106,slide_11,,
107,slide_159,,
108,patient_048_node_2,,
109,slide_111,,
110,slide_285,,
111,patient_018_node_0,,
112,patient_071_node_2,,
113,patient_044_node_1,,
114,patient_074_node_3,,
115,slide_13,,
116,patient_054_node_4,,
117,patient_035_node_0,,
118,patient_037_node_2,,
119,slide_146,,
120,patient_005_node_0,,
121,slide_53,,
122,patient_060_node_2,,
123,slide_2,,
124,patient_031_node_1,,
125,patient_082_node_1,,
126,patient_078_node_1,,
127,slide_31,,
128,patient_087_node_3,,
129,patient_083_node_3,,
130,slide_78,,
131,slide_54,,
132,slide_378,,
133,patient_074_node_2,,
134,slide_327,,
135,patient_040_node_0,,
136,slide_336,,
137,slide_360,,
138,patient_078_node_2,,
139,patient_066_node_0,,
140,patient_030_node_1,,
141,patient_047_node_4,,
142,patient_006_node_0,,
143,patient_011_node_1,,
144,patient_099_node_2,,
145,slide_107,,
146,patient_019_node_4,,
147,patient_035_node_2,,
148,slide_77,,
149,patient_085_node_2,,
150,slide_139,,
151,slide_104,,
152,patient_047_node_3,,
153,patient_062_node_4,,
154,slide_64,,
155,patient_036_node_0,,
156,slide_96,,
157,slide_65,,
158,patient_079_node_1,,
159,slide_393,,
160,patient_070_node_4,,
161,slide_5,,
162,slide_117,,
163,slide_79,,
164,patient_067_node_0,,
165,slide_133,,
166,patient_031_node_0,,
167,patient_050_node_2,,
168,patient_034_node_0,,
169,patient_002_node_0,,
170,slide_32,,
171,patient_039_node_3,,
172,patient_055_node_0,,
173,patient_095_node_3,,
174,slide_109,,
175,patient_061_node_3,,
176,patient_058_node_4,,
177,patient_003_node_2,,
178,patient_054_node_2,,
179,slide_88,,
180,patient_051_node_3,,
181,patient_047_node_0,,
182,patient_067_node_1,,
183,slide_136,,
184,slide_306,,
185,patient_095_node_2,,
186,patient_001_node_2,,
187,patient_013_node_1,,
188,patient_023_node_0,,
189,slide_357,,
190,patient_004_node_0,,
191,patient_053_node_0,,
192,slide_143,,
193,slide_370,,
194,slide_51,,
195,slide_1,,
196,patient_091_node_0,,
197,slide_121,,
198,patient_053_node_4,,
199,patient_003_node_3,,
200,patient_032_node_4,,
201,patient_093_node_1,,
202,slide_153,,
203,slide_30,,
204,slide_155,,
205,patient_069_node_4,,
206,patient_065_node_2,,
207,slide_381,,
208,patient_084_node_4,,
209,patient_056_node_0,,
210,patient_037_node_0,,
211,patient_004_node_1,,
212,slide_86,,
213,patient_046_node_1,,
214,patient_054_node_0,,
215,slide_92,,
216,patient_088_node_3,,
217,patient_011_node_3,,
218,slide_26,,
219,slide_392,,
220,slide_138,,
221,patient_094_node_3,,
222,patient_022_node_2,,
223,slide_40,,
224,patient_050_node_0,,
225,patient_057_node_0,,
226,patient_040_node_1,,
227,patient_000_node_4,,
228,patient_039_node_2,,
229,slide_60,,
230,patient_082_node_4,,
231,patient_008_node_4,,
232,slide_319,,
233,slide_102,,
234,patient_064_node_1,,
235,slide_100,,
236,slide_114,,
237,patient_034_node_1,,
238,slide_354,,
239,slide_93,,
240,slide_29,,
241,slide_312,,
242,patient_067_node_2,,
243,patient_082_node_3,,
244,patient_063_node_1,,
245,patient_009_node_4,,
246,slide_130,,
247,patient_098_node_0,,
248,slide_70,,
249,patient_060_node_1,,
250,patient_081_node_0,,
251,patient_074_node_0,,
252,patient_055_node_2,,
253,patient_007_node_1,,
254,slide_345,,
255,patient_075_node_2,,
256,patient_001_node_4,,
257,slide_313,,
258,patient_042_node_2,,
259,patient_036_node_2,,
260,slide_52,,
261,patient_089_node_1,,
262,slide_314,,
263,patient_075_node_1,,
264,slide_116,,
265,patient_008_node_3,,
266,patient_057_node_1,,
267,patient_031_node_3,,
268,patient_023_node_2,,
269,slide_389,,
270,patient_027_node_1,,
271,patient_016_node_3,,
272,slide_287,,
273,patient_057_node_2,,
274,patient_040_node_3,,
275,slide_329,,
276,slide_43,,
277,patient_000_node_2,,
278,patient_043_node_3,,
279,patient_000_node_3,,
280,patient_085_node_3,,
281,slide_123,,
282,patient_003_node_0,,
283,slide_282,,
284,slide_347,,
285,patient_010_node_1,,
286,slide_332,,
287,patient_000_node_0,,
288,slide_394,,
289,patient_013_node_0,,
290,patient_033_node_4,,
291,patient_009_node_2,,
292,patient_085_node_4,,
293,slide_145,,
294,patient_082_node_2,,
295,slide_141,,
296,slide_328,,
297,patient_077_node_3,,
298,slide_322,,
299,slide_148,,
300,patient_032_node_3,,
301,patient_068_node_3,,
302,slide_110,,
303,slide_279,,
304,patient_085_node_0,,
305,slide_369,,
306,slide_365,,
307,slide_106,,
308,slide_126,,
309,patient_027_node_3,,
310,patient_057_node_3,,
311,patient_002_node_2,,
312,slide_76,,
313,patient_031_node_2,,
314,patient_079_node_3,,
315,slide_84,,
316,patient_084_node_0,,
317,patient_002_node_3,,
318,patient_090_node_3,,
319,slide_113,,
320,patient_024_node_0,,
321,slide_375,,
322,patient_070_node_1,,
323,patient_033_node_0,,
324,patient_032_node_2,,
325,patient_011_node_4,,
326,slide_85,,
327,patient_040_node_4,,
328,slide_276,,
329,slide_17,,
330,patient_036_node_4,,
331,patient_089_node_2,,
332,patient_071_node_4,,
333,slide_315,,
334,patient_014_node_1,,
335,slide_288,,
336,slide_137,,
337,slide_59,,
338,patient_004_node_3,,
339,patient_012_node_2,,
340,patient_043_node_0,,
341,patient_098_node_1,,
342,patient_037_node_4,,
343,patient_039_node_4,,
344,patient_004_node_2,,
345,slide_372,,
346,patient_007_node_2,,
347,patient_076_node_0,,
348,slide_301,,
349,slide_122,,
350,slide_293,,
351,slide_152,,
352,slide_311,,
353,patient_005_node_2,,
354,slide_399,,
355,slide_49,,
356,slide_151,,
357,slide_89,,
