,train,val,test
slide_364,True,False,False
patient_073_node_0,True,False,False
slide_380,True,False,False
slide_28,True,False,False
patient_078_node_0,True,False,False
slide_82,True,False,False
slide_24,True,False,False
slide_144,True,False,False
patient_099_node_1,True,False,False
patient_028_node_4,True,False,False
patient_079_node_4,True,False,False
slide_295,True,False,False
patient_035_node_3,True,False,False
slide_50,True,False,False
patient_041_node_1,True,False,False
slide_115,True,False,False
patient_001_node_3,True,False,False
slide_150,True,False,False
patient_031_node_4,True,False,False
patient_093_node_0,True,False,False
patient_052_node_4,True,False,False
patient_056_node_1,True,False,False
patient_061_node_0,True,False,False
slide_156,True,False,False
slide_323,True,False,False
slide_12,True,False,False
patient_009_node_3,True,False,False
patient_087_node_4,True,False,False
patient_073_node_4,True,False,False
patient_025_node_3,True,False,False
patient_060_node_4,True,False,False
patient_095_node_1,True,False,False
patient_032_node_0,True,False,False
slide_98,True,False,False
patient_007_node_0,True,False,False
patient_070_node_0,True,False,False
patient_082_node_0,True,False,False
patient_042_node_4,True,False,False
patient_024_node_3,True,False,False
patient_025_node_0,True,False,False
patient_090_node_0,True,False,False
slide_273,True,False,False
patient_025_node_4,True,False,False
slide_149,True,False,False
slide_33,True,False,False
patient_089_node_4,True,False,False
patient_012_node_1,True,False,False
slide_131,True,False,False
slide_302,True,False,False
slide_72,True,False,False
patient_074_node_1,True,False,False
slide_74,True,False,False
patient_099_node_0,True,False,False
patient_079_node_2,True,False,False
slide_362,True,False,False
slide_341,True,False,False
slide_289,True,False,False
slide_69,True,False,False
slide_317,True,False,False
slide_71,True,False,False
slide_38,True,False,False
slide_68,True,False,False
slide_61,True,False,False
patient_043_node_4,True,False,False
slide_20,True,False,False
patient_090_node_2,True,False,False
slide_16,True,False,False
slide_388,True,False,False
patient_048_node_3,True,False,False
patient_075_node_0,True,False,False
patient_056_node_4,True,False,False
patient_001_node_0,True,False,False
patient_078_node_4,True,False,False
patient_002_node_1,True,False,False
slide_90,True,False,False
patient_093_node_2,True,False,False
slide_57,True,False,False
patient_011_node_2,True,False,False
patient_015_node_3,True,False,False
patient_071_node_3,True,False,False
slide_73,True,False,False
patient_005_node_1,True,False,False
