,train,val,test
0,BRACS_745,BRACS_1608,BRACS_1772
1,BRACS_758,BRACS_1249,BRACS_1251
2,BRACS_760,BRACS_2004,BRACS_1796
3,BRACS_761,BRACS_1329,BRACS_1841
4,BRACS_1240,BRACS_1480,BRACS_1851
5,BRACS_1241,BRACS_1879,BRACS_1850
6,BRACS_1242,BRACS_1003671,BRACS_1003700
7,BRACS_1248,BRACS_3335,BRACS_1870
8,BRACS_1253,BRACS_1664,BRACS_1633
9,BRACS_1255,BRACS_1327,BRACS_1003734
10,BRACS_1259,BRACS_1900,BRACS_1965
11,BRACS_1273,BRACS_1003668,BRACS_1948
12,BRACS_1274,BRACS_1666,BRACS_1318
13,BRACS_1320,BRACS_1845,BRACS_1003706
14,BRACS_1321,BRACS_1485,BRACS_1275
15,BRACS_1322,BRACS_1957,BRACS_1896
16,BRACS_1324,BRACS_3278,BRACS_1959
17,BRACS_1325,BRACS_1949,BRACS_1003707
18,BRACS_1336,BRACS_1594,BRACS_1617
19,BRACS_1338,BRACS_1596,BRACS_1591
20,BRACS_1370,BRACS_1946,BRACS_1789
21,BRACS_1408,BRACS_1003705,BRACS_1918
22,BRACS_1483,BRACS_753,BRACS_749
23,BRACS_1493,BRACS_1356,BRACS_1272
24,BRACS_1508,BRACS_1984,BRACS_1003698
25,BRACS_1511,BRACS_1823,BRACS_1646
26,BRACS_1582,BRACS_1406,BRACS_1652
27,BRACS_1583,BRACS_1003723,BRACS_739
28,BRACS_1593,BRACS_1635,BRACS_305
29,BRACS_1603,BRACS_1003692,BRACS_773
30,BRACS_1605,BRACS_1003703,BRACS_1358
31,BRACS_1612,BRACS_1003708,BRACS_1407
32,BRACS_1620,BRACS_1654,BRACS_3308
33,BRACS_1631,BRACS_3314,BRACS_1003673
34,BRACS_1634,BRACS_1908,BRACS_3305
35,BRACS_1640,BRACS_1510,BRACS_1954
36,BRACS_1655,BRACS_1257,BRACS_1968
37,BRACS_1656,BRACS_1926,BRACS_1250
38,BRACS_1659,BRACS_1239,BRACS_1003693
39,BRACS_1660,BRACS_755,BRACS_1935
40,BRACS_1661,BRACS_1897,BRACS_737
41,BRACS_1665,BRACS_1476,BRACS_1930
42,BRACS_1668,BRACS_1923,BRACS_1283
43,BRACS_1669,BRACS_1867,BRACS_1874
44,BRACS_1779,BRACS_1945,BRACS_1835
45,BRACS_1784,BRACS_1974,BRACS_1403
46,BRACS_1832,BRACS_1003716,BRACS_1978
47,BRACS_1833,BRACS_1386,BRACS_1269
48,BRACS_1839,BRACS_1614,BRACS_1378
49,BRACS_1866,BRACS_1003728,BRACS_1861
50,BRACS_1869,BRACS_1899,BRACS_1844
51,BRACS_1880,BRACS_1877,BRACS_1825
52,BRACS_1890,BRACS_1228,BRACS_1616
53,BRACS_1893,BRACS_1794,BRACS_1953
54,BRACS_1901,,
55,BRACS_1902,,
56,BRACS_1904,,
57,BRACS_1905,,
58,BRACS_1924,,
59,BRACS_1960,,
60,BRACS_1961,,
61,BRACS_1962,,
62,BRACS_1964,,
63,BRACS_1966,,
64,BRACS_1967,,
65,BRACS_1972,,
66,BRACS_1986,,
67,BRACS_1988,,
68,BRACS_1989,,
69,BRACS_1994,,
70,BRACS_2000,,
71,BRACS_2002,,
72,BRACS_3268,,
73,BRACS_3269,,
74,BRACS_3270,,
75,BRACS_3271,,
76,BRACS_3272,,
77,BRACS_3274,,
78,BRACS_3276,,
79,BRACS_3279,,
80,BRACS_3281,,
81,BRACS_3283,,
82,BRACS_3309,,
83,BRACS_3311,,
84,BRACS_3312,,
85,BRACS_3334,,
86,BRACS_3336,,
87,BRACS_1003658,,
88,BRACS_1003659,,
89,BRACS_1003669,,
90,BRACS_1003672,,
91,BRACS_1003686,,
92,BRACS_1003710,,
93,BRACS_1003724,,
94,BRACS_1003725,,
95,BRACS_1003730,,
96,BRACS_264,,
97,BRACS_1330,,
98,BRACS_1412,,
99,BRACS_1842,,
100,BRACS_1843,,
101,BRACS_1846,,
102,BRACS_1847,,
103,BRACS_1852,,
104,BRACS_1906,,
105,BRACS_1940,,
106,BRACS_1942,,
107,BRACS_3324,,
108,BRACS_1276,,
109,BRACS_1423,,
110,BRACS_1424,,
111,BRACS_1980,,
112,BRACS_3295,,
113,BRACS_3296,,
114,BRACS_3298,,
115,BRACS_3300,,
116,BRACS_3337,,
117,BRACS_1244,,
118,BRACS_1270,,
119,BRACS_1326,,
120,BRACS_1335,,
121,BRACS_1337,,
