,train,val,test
0,BRACS_745,BRACS_1845,BRACS_1832
1,BRACS_758,BRACS_1493,BRACS_1336
2,BRACS_760,BRACS_1851,BRACS_1003724
3,BRACS_761,BRACS_1784,BRACS_264
4,BRACS_1240,BRACS_1259,BRACS_1603
5,BRACS_1242,BRACS_1850,BRACS_1582
6,BRACS_1248,BRACS_1003671,BRACS_1666
7,BRACS_1249,BRACS_1843,BRACS_3335
8,BRACS_1251,BRACS_1408,BRACS_3300
9,BRACS_1255,BRACS_1003710,BRACS_1660
10,BRACS_1273,BRACS_1003686,BRACS_1241
11,BRACS_1274,BRACS_1900,BRACS_1322
12,BRACS_1318,BRACS_1902,BRACS_1003725
13,BRACS_1320,BRACS_1253,BRACS_1972
14,BRACS_1321,BRACS_1605,BRACS_3271
15,BRACS_1324,BRACS_1334,BRACS_1498
16,BRACS_1325,BRACS_1958,BRACS_1853
17,BRACS_1327,BRACS_1003661,BRACS_1914
18,BRACS_1329,BRACS_3278,BRACS_1595
19,BRACS_1338,BRACS_1416,BRACS_1003705
20,BRACS_1370,BRACS_1003685,BRACS_1592
21,BRACS_1480,BRACS_1834,BRACS_1918
22,BRACS_1483,BRACS_1374,BRACS_310
23,BRACS_1485,BRACS_1477,BRACS_748
24,BRACS_1508,BRACS_1827,BRACS_1292
25,BRACS_1511,BRACS_1484,BRACS_1357
26,BRACS_1583,BRACS_1908,BRACS_1395
27,BRACS_1593,BRACS_1829,BRACS_1233
28,BRACS_1612,BRACS_1263,BRACS_3319
29,BRACS_1620,BRACS_1003708,BRACS_752
30,BRACS_1631,BRACS_1265,BRACS_1636
31,BRACS_1633,BRACS_738,BRACS_1587
32,BRACS_1634,BRACS_3321,BRACS_305
33,BRACS_1640,BRACS_1649,BRACS_1360
34,BRACS_1655,BRACS_298,BRACS_1875
35,BRACS_1656,BRACS_1813,BRACS_1941
36,BRACS_1659,BRACS_3285,BRACS_1936
37,BRACS_1661,BRACS_1955,BRACS_1954
38,BRACS_1664,BRACS_2007,BRACS_1944
39,BRACS_1665,BRACS_1283,BRACS_1492
40,BRACS_1668,BRACS_1929,BRACS_1602
41,BRACS_1669,BRACS_1935,BRACS_1509
42,BRACS_1772,BRACS_762,BRACS_1247
43,BRACS_1779,BRACS_1497,BRACS_1950
44,BRACS_1796,BRACS_1970,BRACS_1607
45,BRACS_1833,BRACS_1614,BRACS_1599
46,BRACS_1839,BRACS_1269,BRACS_1003715
47,BRACS_1841,BRACS_1003714,BRACS_1598
48,BRACS_1866,BRACS_1601,BRACS_1403
49,BRACS_1869,BRACS_1503,BRACS_1899
50,BRACS_1879,BRACS_1933,BRACS_1844
51,BRACS_1880,BRACS_1938,BRACS_1003728
52,BRACS_1890,BRACS_1882,BRACS_1486
53,BRACS_1893,BRACS_1913,BRACS_1494
54,BRACS_1901,,
55,BRACS_1904,,
56,BRACS_1905,,
57,BRACS_1924,,
58,BRACS_1948,,
59,BRACS_1960,,
60,BRACS_1961,,
61,BRACS_1962,,
62,BRACS_1964,,
63,BRACS_1965,,
64,BRACS_1966,,
65,BRACS_1967,,
